"","Biennium","Committee","Name"
"4081","2015-16","Senate Committee on Ways & Means","Jeanne Kohl-Welles"
"4082","2015-16","Senate Committee on Ways & Means","Sharon Nelson"
"4083","2015-16","Senate Committee on Ways & Means","Steve O'Ban"
"4084","2015-16","Senate Committee on Ways & Means","Mike Padden"
"4085","2015-16","Senate Committee on Ways & Means","Linda Evans Parlette"
"4086","2015-16","Senate Committee on Ways & Means","Jamie Pedersen"
"4087","2015-16","Senate Committee on Ways & Means","Christine Rolfes"
"4088","2015-16","Senate Committee on Ways & Means","Mark Schoesler"
"4089","2015-16","Senate Committee on Ways & Means","Judy Warnick"
"4090","2017-18","House Committee on Agriculture & Natural Resources","Vincent Buys"
"4091","2017-18","House Committee on Agriculture & Natural Resources","Brian Blake"
"4092","2017-18","House Committee on Agriculture & Natural Resources","Mike Chapman"
"4093","2017-18","House Committee on Agriculture & Natural Resources","Tom Dent"
"4094","2017-18","House Committee on Agriculture & Natural Resources","Bruce Chandler"
"4095","2017-18","House Committee on Agriculture & Natural Resources","Joe Fitzgibbon"
"4096","2017-18","House Committee on Agriculture & Natural Resources","Joel Kretz"
"4097","2017-18","House Committee on Agriculture & Natural Resources","Kristine Lytton"
"4098","2017-18","House Committee on Agriculture & Natural Resources","Ed Orcutt"
"4099","2017-18","House Committee on Agriculture & Natural Resources","Eric Pettigrew"
"4100","2017-18","House Committee on Agriculture & Natural Resources","June Robinson"
"4101","2017-18","House Committee on Agriculture & Natural Resources","Joe Schmick"
"4102","2017-18","House Committee on Agriculture & Natural Resources","Larry Springer"
"4103","2017-18","House Committee on Agriculture & Natural Resources","Derek Stanford"
"4104","2017-18","House Committee on Agriculture & Natural Resources","Jim Walsh"
"4105","2017-18","House Committee on Appropriations","Timm Ormsby"
"4106","2017-18","House Committee on Appropriations","June Robinson"
"4107","2017-18","House Committee on Appropriations","Bruce Chandler"
"4108","2017-18","House Committee on Appropriations","Drew MacEwen"
"4109","2017-18","House Committee on Appropriations","Drew Stokesbary"
"4110","2017-18","House Committee on Appropriations","Steve Bergquist"
"4111","2017-18","House Committee on Appropriations","Vincent Buys"
"4112","2017-18","House Committee on Appropriations","Michelle Caldier"
"4113","2017-18","House Committee on Appropriations","Eileen Cody"
"4114","2017-18","House Committee on Appropriations","Cary Condotta"
"4115","2017-18","House Committee on Appropriations","Mary Dye"
"4116","2017-18","House Committee on Appropriations","Joe Fitzgibbon"
"4117","2017-18","House Committee on Appropriations","Paul Graves"
"4118","2017-18","House Committee on Appropriations","Larry Haler"
"4119","2017-18","House Committee on Appropriations","Drew Hansen"
"4120","2017-18","House Committee on Appropriations","Paul Harris"
"4121","2017-18","House Committee on Appropriations","Zack Hudgins"
"4122","2017-18","House Committee on Appropriations","Laurie Jinkins"
"4123","2017-18","House Committee on Appropriations","Ruth Kagi"
"4124","2017-18","House Committee on Appropriations","Kristine Lytton"
"4125","2017-18","House Committee on Appropriations","Matt Manweller"
"4126","2017-18","House Committee on Appropriations","Terry Nealey"
"4127","2017-18","House Committee on Appropriations","Eric Pettigrew"
"4128","2017-18","House Committee on Appropriations","Gerry Pollet"
"4129","2017-18","House Committee on Appropriations","David Sawyer"
"4130","2017-18","House Committee on Appropriations","Joe Schmick"
"4131","2017-18","House Committee on Appropriations","Tana Senn"
"4132","2017-18","House Committee on Appropriations","Larry Springer"
"4133","2017-18","House Committee on Appropriations","Derek Stanford"
"4134","2017-18","House Committee on Appropriations","Pat Sullivan"
"4135","2017-18","House Committee on Appropriations","David Taylor"
"4136","2017-18","House Committee on Appropriations","Steve Tharinger"
"4137","2017-18","House Committee on Appropriations","Brandon Vick"
"4138","2017-18","House Committee on Appropriations","Mike Volz"
"4139","2017-18","House Committee on Appropriations","J.T. Wilcox"
"4140","2017-18","House Committee on Business & Financial Services","Jim Walsh"
"4141","2017-18","House Committee on Business & Financial Services","Steve Kirby"
"4142","2017-18","House Committee on Business & Financial Services","Kristine Reeves"
"4143","2017-18","House Committee on Business & Financial Services","Brandon Vick"
"4144","2017-18","House Committee on Business & Financial Services","Andrew Barkis"
"4145","2017-18","House Committee on Business & Financial Services","Steve Bergquist"
"4146","2017-18","House Committee on Business & Financial Services","Brian Blake"
"4147","2017-18","House Committee on Business & Financial Services","Bill Jenkin"
"4148","2017-18","House Committee on Business & Financial Services","Gina Mosbrucker"
"4149","2017-18","House Committee on Business & Financial Services","Sharon Tomiko Santos"
"4150","2017-18","House Committee on Business & Financial Services","Derek Stanford"
"4151","2017-18","House Committee on Capital Budget","Steve Tharinger"
"4152","2017-18","House Committee on Capital Budget","Beth Doglio"
"4153","2017-18","House Committee on Capital Budget","Strom Peterson"
"4154","2017-18","House Committee on Capital Budget","Richard DeBolt"
"4155","2017-18","House Committee on Capital Budget","Norma Smith"
"4156","2017-18","House Committee on Capital Budget","Mary Dye"
"4157","2017-18","House Committee on Capital Budget","Carolyn Eslick"
"4158","2017-18","House Committee on Capital Budget","Norm Johnson"
"4159","2017-18","House Committee on Capital Budget","John Koster"
"4160","2017-18","House Committee on Capital Budget","Vicki Kraft"
"4161","2017-18","House Committee on Capital Budget","Drew MacEwen"
"4162","2017-18","House Committee on Capital Budget","Nicole Macri"
"4163","2017-18","House Committee on Capital Budget","Jeff Morris"
"4164","2017-18","House Committee on Capital Budget","Kristine Reeves"
"4165","2017-18","House Committee on Capital Budget","Marcus Riccelli"
"4166","2017-18","House Committee on Capital Budget","Cindy Ryu"
"4167","2017-18","House Committee on Capital Budget","Mike Sells"
"4168","2017-18","House Committee on Capital Budget","Mike Steele"
"4169","2017-18","House Committee on Capital Budget","Monica Jurado Stonier"
"4170","2017-18","House Committee on Capital Budget","Mike Volz"
"4171","2017-18","House Committee on Capital Budget","Jim Walsh"
"4172","2017-18","House Committee on Commerce & Gaming","Cary Condotta"
"4173","2017-18","House Committee on Commerce & Gaming","Shelley Kloba"
"4174","2017-18","House Committee on Commerce & Gaming","Brandon Vick"
"4175","2017-18","House Committee on Commerce & Gaming","Andrew Barkis"
"4176","2017-18","House Committee on Commerce & Gaming","Brian Blake"
"4177","2017-18","House Committee on Commerce & Gaming","Jessyn Farrell"
"4178","2017-18","House Committee on Commerce & Gaming","Bill Jenkin"
"4179","2017-18","House Committee on Commerce & Gaming","Steve Kirby"
"4180","2017-18","House Committee on Commerce & Gaming","Cindy Ryu"
"4181","2017-18","House Committee on Commerce & Gaming","David Sawyer"
"4182","2017-18","House Committee on Commerce & Gaming","Jesse Young"
"4183","2017-18","House Committee on Community Development, Housing & Tribal Affairs","Nicole Macri"
"4184","2017-18","House Committee on Community Development, Housing & Tribal Affairs","Andrew Barkis"
"4185","2017-18","House Committee on Community Development, Housing & Tribal Affairs","Gina Mosbrucker"
"4186","2017-18","House Committee on Community Development, Housing & Tribal Affairs","Cindy Ryu"
"4187","2017-18","House Committee on Community Development, Housing & Tribal Affairs","Bill Jenkin"
"4188","2017-18","House Committee on Community Development, Housing & Tribal Affairs","Kristine Reeves"
"4189","2017-18","House Committee on Community Development, Housing & Tribal Affairs","David Sawyer"
"4190","2017-18","House Committee on Early Learning & Human Services","Ruth Kagi"
"4191","2017-18","House Committee on Early Learning & Human Services","Tana Senn"
"4192","2017-18","House Committee on Early Learning & Human Services","Tom Dent"
"4193","2017-18","House Committee on Early Learning & Human Services","Bob McCaslin"
"4194","2017-18","House Committee on Early Learning & Human Services","Joyce McDonald"
"4195","2017-18","House Committee on Early Learning & Human Services","Carolyn Eslick"
"4196","2017-18","House Committee on Early Learning & Human Services","Noel Frame"
"4197","2017-18","House Committee on Early Learning & Human Services","Roger Goodman"
"4198","2017-18","House Committee on Early Learning & Human Services","Dan Griffey"
"4199","2017-18","House Committee on Early Learning & Human Services","Christine Kilduff"
"4200","2017-18","House Committee on Early Learning & Human Services","Brad Klippert"
"4201","2017-18","House Committee on Early Learning & Human Services","John Lovick"
"4202","2017-18","House Committee on Early Learning & Human Services","Dick Muri"
"4203","2017-18","House Committee on Early Learning & Human Services","Lillian Ortiz-Self"
"4204","2017-18","House Committee on Education","Sharon Tomiko Santos"
"4205","2017-18","House Committee on Education","Laurie Dolan"
"4206","2017-18","House Committee on Education","Monica Jurado Stonier"
"4207","2017-18","House Committee on Education","Paul Harris"
"4208","2017-18","House Committee on Education","Dick Muri"
"4209","2017-18","House Committee on Education","Melanie  Stambaugh"
"4210","2017-18","House Committee on Education","Steve Bergquist"
"4211","2017-18","House Committee on Education","Michelle Caldier"
"4212","2017-18","House Committee on Education","Dan Griffey"
"4213","2017-18","House Committee on Education","Mark Hargrove"
"4214","2017-18","House Committee on Education","Dave Hayes"
"4215","2017-18","House Committee on Education","Norm Johnson"
"4216","2017-18","House Committee on Education","Christine Kilduff"
"4217","2017-18","House Committee on Education","Brad Klippert"
"4218","2017-18","House Committee on Education","John Lovick"
"4219","2017-18","House Committee on Education","Bob McCaslin"
"4220","2017-18","House Committee on Education","Lillian Ortiz-Self"
"4221","2017-18","House Committee on Education","Tana Senn"
"4222","2017-18","House Committee on Education","Vandana Slatter"
"4223","2017-18","House Committee on Education","Larry Springer"
"4224","2017-18","House Committee on Education","Mike Steele"
"4225","2017-18","House Committee on Education","Drew Stokesbary"
"4226","2017-18","House Committee on Education","Javier Valdez"
"4227","2017-18","House Committee on Education","Mike Volz"
"4228","2017-18","House Committee on Environment","Joe Fitzgibbon"
"4229","2017-18","House Committee on Environment","Strom Peterson"
"4230","2017-18","House Committee on Environment","Matt Shea"
"4231","2017-18","House Committee on Environment","David Taylor"
"4232","2017-18","House Committee on Environment","Jacquelin Maycumber"
"4233","2017-18","House Committee on Environment","Shelly Short"
"4234","2017-18","House Committee on Environment","Vincent Buys"
"4235","2017-18","House Committee on Environment","Mary Dye"
"4236","2017-18","House Committee on Environment","Jake Fey"
"4237","2017-18","House Committee on Environment","Ruth Kagi"
"4238","2017-18","House Committee on Environment","Joan McBride"
"4239","2017-18","House Committee on Environment","Liz Pike"
"4240","2017-18","House Committee on Finance","Kristine Lytton"
"4241","2017-18","House Committee on Finance","Noel Frame"
"4242","2017-18","House Committee on Finance","Ed Orcutt"
"4243","2017-18","House Committee on Finance","Cary Condotta"
"4244","2017-18","House Committee on Finance","Laurie Dolan"
"4245","2017-18","House Committee on Finance","Matt Manweller"
